Warehouse,Date,Metric,Value
ALWAR 3005,,Jan-2025,761.0
ALWAR 3005,,Jan-2025,39307.24
ALWAR 3005,,Feb-2025,0.0
ALWAR 3005,,Feb-2025,0.0
ALWAR 3005,,Mar-2025,0.0
ALWAR 3005,,Mar-2025,0.0
ALWAR 3005,,Apr-2025,0.0
ALWAR 3005,,Apr-2025,0.0
ALWAR 3005,,May-2025,0.0
ALWAR 3005,,May-2025,0.0
ALWAR 3005,,Jun-2025,0.0
ALWAR 3005,,Jun-2025,0.0
ALWAR 3005,,Jul-2025,0.0
ALWAR 3005,,Jul-2025,0.0
ALWAR 3005,,Aug-2025,0.0
ALWAR 3005,,Aug-2025,0.0
ALWAR 3005,,Sep-2025,0.0
ALWAR 3005,,Sep-2025,316.26
ALWAR 3005,,Oct-2025,0.0
ALWAR 3005,,Oct-2025,0.0
ALWAR 3005,,Nov-2025,0.0
ALWAR 3005,,Nov-2025,0.0
ALWAR 3005,,Dec-2025,0.0
ALWAR 3005,,Dec-2025,0.0
ALWAR 3005,,Jan-2026,0.0
ALWAR 3005,,Jan-2026,-158.13
ALWAR 3005,,Feb-2026,0.0
ALWAR 3005,,Feb-2026,0.0
ALWAR 3005,,March-2026,0.0
ALWAR 3005,,March-2026,0.0
ALWAR 3005,,Apr-2026,0.0
ALWAR 3005,,Apr-2026,0.0
ALWAR 3005,,May-2026,0.0
ALWAR 3005,,May-2026,0.0
ALWAR 3006,,Apr-2023,0.0
ALWAR 3006,,Apr-2023,0.0
ALWAR 3006,,May-2023,0.0
ALWAR 3006,,Jun-2023,0.0
ALWAR 3006,,Jul-2023,0.0
ALWAR 3006,,Aug-2023,0.0
ALWAR 3006,,Sep-2023,0.0
ALWAR 3006,,Oct-2023,0.0
ALWAR 3006,,Nov-2023,0.0
ALWAR 3006,,Dec-2023,0.0
ALWAR 3006,,Jan-2024,0.0
ALWAR 3006,,Feb-2024,0.0
ALWAR 3006,,Mar-2024,0.0
ALWAR 3006,,Apr-2024,0.0
ALWAR 3006,,Apr-2024,0.0
ALWAR 3006,,May-2024,0.0
ALWAR 3006,,May-2024,0.0
ALWAR 3006,,Jun-2024,0.0
ALWAR 3006,,Jun-2024,0.0
ALWAR 3006,,Jul-2024,0.0
ALWAR 3006,,Jul-2024,0.0
ALWAR 3006,,Aug-2024,0.0
ALWAR 3006,,Aug-2024,0.0
ALWAR 3006,,Sep-2024,2480.0
ALWAR 3006,,Sep-2024,12896.0
ALWAR 3006,,Sep-2024,19200.0
ALWAR 3006,,Oct-2024,2480.0
ALWAR 3006,,Oct-2024,96720.0
ALWAR 3006,,Oct-2024,173599.0
ALWAR 3006,,Nov-2024,2480.0
ALWAR 3006,,Nov-2024,96720.0
ALWAR 3006,,Nov-2024,217877.06
ALWAR 3006,,Dec-2024,2480.0
ALWAR 3006,,Dec-2024,96720.0
ALWAR 3006,,Dec-2024,117681.03
ALWAR 3006,,Jan-2025,1653.0
ALWAR 3006,,Jan-2025,123094.31
ALWAR 3006,,Feb-2025,1653.0
ALWAR 3006,,Feb-2025,19125.41
ALWAR 3006,,Mar-2025,0.0
ALWAR 3006,,Mar-2025,4533.42
ALWAR 3006,,Apr-2025,0.0
ALWAR 3006,,Apr-2025,1376.337989832496
ALWAR 3006,,May-2025,0.0
ALWAR 3006,,May-2025,1589.690119703424
ALWAR 3006,,Jun-2025,0.0
ALWAR 3006,,Jun-2025,1788.973957937671
ALWAR 3006,,Jul-2025,0.0
ALWAR 3006,,Jul-2025,0.0
ALWAR 3006,,Aug-2025,0.0
ALWAR 3006,,Aug-2025,0.0
ALWAR 3006,,Sep-2025,0.0
ALWAR 3006,,Sep-2025,0.0
ALWAR 3006,,Oct-2025,0.0
ALWAR 3006,,Oct-2025,0.0
ALWAR 3006,,Nov-2025,0.0
ALWAR 3006,,Nov-2025,0.0
ALWAR 3006,,Dec-2025,0.0
ALWAR 3006,,Dec-2025,0.0
ALWAR 3006,,Jan-2026,0.0
ALWAR 3006,,Jan-2026,0.0
ALWAR 3006,,Feb-2026,0.0
ALWAR 3006,,Feb-2026,0.0
ALWAR 3006,,March-2026,0.0
ALWAR 3006,,March-2026,0.0
ALWAR 3006,,Apr-2026,0.0
ALWAR 3006,,Apr-2026,0.0
ALWAR 3006,,May-2026,0.0
ALWAR 3006,,May-2026,0.0
AMETHI 2823,,Apr-2023,0.0
AMETHI 2823,,Apr-2023,0.0
AMETHI 2823,,May-2023,0.0
AMETHI 2823,,May-2023,0.0
AMETHI 2823,,Jun-2023,0.0
AMETHI 2823,,Jun-2023,0.0
AMETHI 2823,,Jul-2023,0.0
AMETHI 2823,,Jul-2023,0.0
AMETHI 2823,,Aug-2023,0.0
AMETHI 2823,,Aug-2023,0.0
AMETHI 2823,,Sep-2023,0.0
AMETHI 2823,,Sep-2023,0.0
AMETHI 2823,,Oct-2023,0.0
AMETHI 2823,,Oct-2023,0.0
AMETHI 2823,,Nov-2023,1833.0
AMETHI 2823,,Nov-2023,20167.0
AMETHI 2823,,Nov-2023,33500.0
AMETHI 2823,,Dec-2023,1833.0
AMETHI 2823,,Dec-2023,55000.0
AMETHI 2823,,Dec-2023,95000.0
AMETHI 2823,,Jan-2024,1833.0
AMETHI 2823,,Jan-2024,55000.0
AMETHI 2823,,Jan-2024,95000.0
AMETHI 2823,,Feb-2024,1833.0
AMETHI 2823,,Feb-2024,55000.0
AMETHI 2823,,Feb-2024,95000.0
AMETHI 2823,,Mar-2024,1833.0
AMETHI 2823,,Mar-2024,55000.0
AMETHI 2823,,Mar-2024,95000.0
AMETHI 2823,,Apr-2024,1833.0
AMETHI 2823,,Apr-2024,36667.0
AMETHI 2823,,Apr-2024,0.0
AMETHI 2823,,May-2024,0.0
AMETHI 2823,,Jun-2024,0.0
AMETHI 2823,,Jul-2024,0.0
AMETHI 2823,,Aug-2024,0.0
AMETHI 2823,,Sep-2024,0.0
AMETHI 2823,,Oct-2024,0.0
AMETHI 2823,,Nov-2024,0.0
AMETHI 2823,,Dec-2024,0.0
AMETHI 2823,,Jan-2025,0.0
AMETHI 2823,,Feb-2025,0.0
AMETHI 2823,,Mar-2025,0.0
AMETHI 2823,,Apr-2025,0.0
AMETHI 2823,,Apr-2025,0.0
AMETHI 2823,,May-2025,0.0
AMETHI 2823,,Jun-2025,0.0
AMETHI 2823,,Jul-2025,0.0
AMETHI 2823,,Aug-2025,0.0
AMETHI 2823,,Sep-2025,0.0
AMETHI 2823,,Oct-2025,0.0
AMETHI 2823,,Nov-2025,0.0
AMETHI 2823,,Dec-2025,0.0
AMETHI 2823,,Jan-2026,0.0
AMETHI 2823,,Feb-2026,0.0
AMETHI 2823,,March-2026,0.0
AMETHI 2823,,Apr-2026,0.0
AMETHI 2823,,Apr-2026,0.0
AMETHI 2823,,May-2026,0.0
AMETHI 2823,,May-2026,0.0
AMETHI 3115,,Apr-2023,0.0
AMETHI 3115,,Apr-2023,0.0
AMETHI 3115,,May-2023,0.0
AMETHI 3115,,Jun-2023,0.0
AMETHI 3115,,Jul-2023,0.0
AMETHI 3115,,Aug-2023,0.0
AMETHI 3115,,Sep-2023,0.0
AMETHI 3115,,Oct-2023,0.0
AMETHI 3115,,Nov-2023,0.0
AMETHI 3115,,Dec-2023,0.0
AMETHI 3115,,Jan-2024,0.0
AMETHI 3115,,Feb-2024,0.0
AMETHI 3115,,Mar-2024,0.0
AMETHI 3115,,Apr-2024,0.0
AMETHI 3115,,Apr-2024,0.0
AMETHI 3115,,May-2024,0.0
AMETHI 3115,,Jun-2024,0.0
AMETHI 3115,,Jul-2024,0.0
AMETHI 3115,,Aug-2024,0.0
AMETHI 3115,,Sep-2024,0.0
AMETHI 3115,,Oct-2024,0.0
AMETHI 3115,,Nov-2024,0.0
AMETHI 3115,,Dec-2024,0.0
AMETHI 3115,,Jan-2025,0.0
AMETHI 3115,,Feb-2025,0.0
AMETHI 3115,,Mar-2025,0.0
AMETHI 3115,,Apr-2025,2875.0
AMETHI 3115,,Apr-2025,112700.0
AMETHI 3115,,Apr-2025,164220.84
AMETHI 3115,,May-2025,2875.0
AMETHI 3115,,May-2025,120750.0
AMETHI 3115,,May-2025,250475.86
AMETHI 3115,,Jun-2025,2875.0
AMETHI 3115,,Jun-2025,120750.0
AMETHI 3115,,Jun-2025,260712.78
AMETHI 3115,,Jul-2025,2875.0
AMETHI 3115,,Jul-2025,120750.0
AMETHI 3115,,Jul-2025,265578.63
AMETHI 3115,,Aug-2025,2875.0
AMETHI 3115,,Aug-2025,120750.0
AMETHI 3115,,Aug-2025,265702.63
AMETHI 3115,,Sep-2025,2875.0
AMETHI 3115,,Sep-2025,120750.0
AMETHI 3115,,Sep-2025,264619.81
AMETHI 3115,,Oct-2025,2875.0
AMETHI 3115,,Oct-2025,120750.0
AMETHI 3115,,Oct-2025,267911.79
AMETHI 3115,,Nov-2025,2875.0
AMETHI 3115,,Nov-2025,120750.0
AMETHI 3115,,Nov-2025,261991.12
AMETHI 3115,,Dec-2025,2875.0
AMETHI 3115,,Dec-2025,120750.0
AMETHI 3115,,Dec-2025,242151.64
AMETHI 3115,,Jan-2026,2875.0
AMETHI 3115,,Jan-2026,120750.0
AMETHI 3115,,Jan-2026,206694.25
AMETHI 3115,,Feb-2026,2875.0
AMETHI 3115,,Feb-2026,120750.0
AMETHI 3115,,Feb-2026,147536.0
AMETHI 3115,,March-2026,2875.0
AMETHI 3115,,March-2026,0.0
AMETHI 3115,,Apr-2026,2875.0
AMETHI 3115,,Apr-2026,0.0
AMETHI 3115,,May-2026,2875.0
AMETHI 3115,,May-2026,0.0
AMETHI 3293,,Apr-2023,0.0
AMETHI 3293,,Apr-2023,0.0
AMETHI 3293,,May-2023,0.0
AMETHI 3293,,Jun-2023,0.0
AMETHI 3293,,Jul-2023,0.0
AMETHI 3293,,Aug-2023,0.0
AMETHI 3293,,Sep-2023,0.0
AMETHI 3293,,Oct-2023,0.0
AMETHI 3293,,Nov-2023,0.0
AMETHI 3293,,Dec-2023,0.0
AMETHI 3293,,Jan-2024,0.0
AMETHI 3293,,Feb-2024,0.0
AMETHI 3293,,Mar-2024,0.0
AMETHI 3293,,Apr-2024,0.0
AMETHI 3293,,Apr-2024,0.0
AMETHI 3293,,May-2024,0.0
AMETHI 3293,,Jun-2024,0.0
AMETHI 3293,,Jul-2024,0.0
AMETHI 3293,,Aug-2024,0.0
AMETHI 3293,,Sep-2024,0.0
AMETHI 3293,,Oct-2024,0.0
AMETHI 3293,,Nov-2024,0.0
AMETHI 3293,,Dec-2024,0.0
AMETHI 3293,,Jan-2025,0.0
AMETHI 3293,,Feb-2025,0.0
AMETHI 3293,,Mar-2025,0.0
AMETHI 3293,,Apr-2025,0.0
AMETHI 3293,,Apr-2025,0.0
AMETHI 3293,,May-2025,0.0
AMETHI 3293,,Jun-2025,0.0
AMETHI 3293,,Jul-2025,0.0
AMETHI 3293,,Aug-2025,0.0
AMETHI 3293,,Sep-2025,0.0
AMETHI 3293,,Oct-2025,0.0
AMETHI 3293,,Nov-2025,0.0
AMETHI 3293,,Dec-2025,0.0
AMETHI 3293,,Jan-2026,0.0
AMETHI 3293,,Feb-2026,0.0
AMETHI 3293,,March-2026,0.0
AMETHI 3293,,Apr-2026,2875.0
AMETHI 3293,,Apr-2026,136000.0
AMETHI 3293,,Apr-2026,261792.20176191736
AMETHI 3293,,May-2026,2875.0
AMETHI 3293,,May-2026,136000.0
AMETHI 3293,,May-2026,455409.5017619174
AMETHI 3351,,Apr-2023,0.0
AMETHI 3351,,Apr-2023,0.0
AMETHI 3351,,May-2023,0.0
AMETHI 3351,,Jun-2023,0.0
AMETHI 3351,,Jul-2023,0.0
AMETHI 3351,,Aug-2023,0.0
AMETHI 3351,,Sep-2023,0.0
AMETHI 3351,,Oct-2023,0.0
AMETHI 3351,,Nov-2023,0.0
AMETHI 3351,,Dec-2023,0.0
AMETHI 3351,,Jan-2024,0.0
AMETHI 3351,,Feb-2024,0.0
AMETHI 3351,,Mar-2024,0.0
AMETHI 3351,,Apr-2024,0.0
AMETHI 3351,,Apr-2024,0.0
AMETHI 3351,,May-2024,0.0
AMETHI 3351,,Jun-2024,0.0
AMETHI 3351,,Jul-2024,0.0
AMETHI 3351,,Aug-2024,0.0
AMETHI 3351,,Sep-2024,0.0
AMETHI 3351,,Oct-2024,0.0
AMETHI 3351,,Nov-2024,0.0
AMETHI 3351,,Dec-2024,0.0
AMETHI 3351,,Jan-2025,0.0
AMETHI 3351,,Feb-2025,0.0
AMETHI 3351,,Mar-2025,0.0
AMETHI 3351,,Apr-2025,0.0
AMETHI 3351,,Apr-2025,0.0
AMETHI 3351,,May-2025,0.0
AMETHI 3351,,Jun-2025,0.0
AMETHI 3351,,Jul-2025,0.0
AMETHI 3351,,Aug-2025,0.0
AMETHI 3351,,Sep-2025,0.0
AMETHI 3351,,Oct-2025,0.0
AMETHI 3351,,Nov-2025,0.0
AMETHI 3351,,Dec-2025,0.0
AMETHI 3351,,Jan-2026,0.0
AMETHI 3351,,Feb-2026,0.0
AMETHI 3351,,March-2026,0.0
AMETHI 3351,,Apr-2026,0.0
AMETHI 3351,,Apr-2026,63552.90823808259
AMETHI 3351,,May-2026,1330.0
AMETHI 3351,,May-2026,34066.0
AMETHI 3351,,May-2026,63552.90823808259
AMRAVATI 3282,,Apr-2023,0.0
AMRAVATI 3282,,Apr-2023,0.0
AMRAVATI 3282,,May-2023,0.0
AMRAVATI 3282,,Jun-2023,0.0
AMRAVATI 3282,,Jul-2023,0.0
AMRAVATI 3282,,Aug-2023,0.0
AMRAVATI 3282,,Sep-2023,0.0
AMRAVATI 3282,,Oct-2023,0.0
AMRAVATI 3282,,Nov-2023,0.0
AMRAVATI 3282,,Dec-2023,0.0
AMRAVATI 3282,,Jan-2024,0.0
AMRAVATI 3282,,Feb-2024,0.0
AMRAVATI 3282,,Mar-2024,0.0
AMRAVATI 3282,,Apr-2024,0.0
AMRAVATI 3282,,Apr-2024,0.0
AMRAVATI 3282,,May-2024,0.0
AMRAVATI 3282,,Jun-2024,0.0
AMRAVATI 3282,,Jul-2024,0.0
AMRAVATI 3282,,Aug-2024,0.0
AMRAVATI 3282,,Sep-2024,0.0
AMRAVATI 3282,,Oct-2024,0.0
AMRAVATI 3282,,Nov-2024,0.0
AMRAVATI 3282,,Dec-2024,0.0
AMRAVATI 3282,,Jan-2025,0.0
AMRAVATI 3282,,Feb-2025,0.0
AMRAVATI 3282,,Mar-2025,0.0
AMRAVATI 3282,,Apr-2025,0.0
AMRAVATI 3282,,Apr-2025,0.0
AMRAVATI 3282,,May-2025,0.0
AMRAVATI 3282,,Jun-2025,0.0
AMRAVATI 3282,,Jul-2025,0.0
AMRAVATI 3282,,Aug-2025,0.0
AMRAVATI 3282,,Sep-2025,0.0
AMRAVATI 3282,,Oct-2025,0.0
AMRAVATI 3282,,Nov-2025,0.0
AMRAVATI 3282,,Dec-2025,0.0
AMRAVATI 3282,,Jan-2026,0.0
AMRAVATI 3282,,Feb-2026,0.0
AMRAVATI 3282,,March-2026,0.0
AMRAVATI 3282,,Apr-2026,2904.0
AMRAVATI 3282,,Apr-2026,139400.0
AMRAVATI 3282,,Apr-2026,246512.0
AMRAVATI 3282,,May-2026,2904.0
AMRAVATI 3282,,May-2026,139400.0
AMRAVATI 3282,,May-2026,493023.99
AMRITSAR 2625,,Apr-2023,1983.0
AMRITSAR 2625,,Apr-2023,65450.0
AMRITSAR 2625,,Apr-2023,73498.0
AMRITSAR 2625,,May-2023,0.0
AMRITSAR 2625,,May-2023,0.0
AMRITSAR 2625,,Jun-2023,0.0
AMRITSAR 2625,,Jun-2023,0.0
AMRITSAR 2625,,Jul-2023,0.0
AMRITSAR 2625,,Jul-2023,0.0
AMRITSAR 2625,,Aug-2023,0.0
AMRITSAR 2625,,Aug-2023,0.0
AMRITSAR 2625,,Sep-2023,0.0
AMRITSAR 2625,,Sep-2023,0.0
AMRITSAR 2625,,Oct-2023,0.0
AMRITSAR 2625,,Oct-2023,0.0
AMRITSAR 2625,,Nov-2023,0.0
AMRITSAR 2625,,Nov-2023,0.0
AMRITSAR 2625,,Dec-2023,0.0
AMRITSAR 2625,,Dec-2023,0.0
AMRITSAR 2625,,Jan-2024,0.0
AMRITSAR 2625,,Jan-2024,0.0
AMRITSAR 2625,,Feb-2024,0.0
AMRITSAR 2625,,Feb-2024,0.0
AMRITSAR 2625,,Mar-2024,0.0
AMRITSAR 2625,,Mar-2024,0.0
AMRITSAR 2625,,Apr-2024,0.0
AMRITSAR 2625,,Apr-2024,0.0
AMRITSAR 2625,,May-2024,0.0
AMRITSAR 2625,,Jun-2024,0.0
AMRITSAR 2625,,Jul-2024,0.0
AMRITSAR 2625,,Aug-2024,0.0
AMRITSAR 2625,,Sep-2024,0.0
AMRITSAR 2625,,Oct-2024,0.0
AMRITSAR 2625,,Nov-2024,0.0
AMRITSAR 2625,,Dec-2024,0.0
AMRITSAR 2625,,Jan-2025,0.0
AMRITSAR 2625,,Feb-2025,0.0
AMRITSAR 2625,,Mar-2025,0.0
AMRITSAR 2625,,Apr-2025,0.0
AMRITSAR 2625,,Apr-2025,0.0
AMRITSAR 2625,,May-2025,0.0
AMRITSAR 2625,,Jun-2025,0.0
AMRITSAR 2625,,Jul-2025,0.0
AMRITSAR 2625,,Aug-2025,0.0
AMRITSAR 2625,,Sep-2025,0.0
AMRITSAR 2625,,Oct-2025,0.0
AMRITSAR 2625,,Nov-2025,0.0
AMRITSAR 2625,,Dec-2025,0.0
AMRITSAR 2625,,Jan-2026,0.0
AMRITSAR 2625,,Feb-2026,0.0
AMRITSAR 2625,,March-2026,0.0
AMRITSAR 2625,,Apr-2026,0.0
AMRITSAR 2625,,Apr-2026,0.0
AMRITSAR 2625,,May-2026,0.0
AMRITSAR 2625,,May-2026,0.0
ANANTHASAGAR 2454,,Apr-2023,0.0
ANANTHASAGAR 2454,,Apr-2023,0.0
ANANTHASAGAR 2454,,Apr-2024,0.0
ANANTHASAGAR 2454,,Apr-2024,0.0
ANANTHASAGAR 2454,,Apr-2025,0.0
ANANTHASAGAR 2454,,Apr-2025,0.0
ANANTHASAGAR 2454,,Apr-2026,0.0
ANANTHASAGAR 2454,,Apr-2026,0.0
ANANTHASAGAR 2454,,May-2026,0.0
ANANTHASAGAR 2454,,May-2026,0.0
ANANTHASAGAR 2455,,Apr-2023,0.0
ANANTHASAGAR 2455,,Apr-2023,0.0
ANANTHASAGAR 2455,,Apr-2024,0.0
ANANTHASAGAR 2455,,Apr-2024,0.0
ANANTHASAGAR 2455,,Apr-2025,0.0
ANANTHASAGAR 2455,,Apr-2025,0.0
ANANTHASAGAR 2455,,Apr-2026,0.0
ANANTHASAGAR 2455,,Apr-2026,0.0
ANANTHASAGAR 2455,,May-2026,0.0
ANANTHASAGAR 2455,,May-2026,0.0
ANNUR 3076,,Apr-2023,0.0
ANNUR 3076,,Apr-2023,0.0
ANNUR 3076,,May-2023,0.0
ANNUR 3076,,Jun-2023,0.0
ANNUR 3076,,Jul-2023,0.0
ANNUR 3076,,Aug-2023,0.0
ANNUR 3076,,Sep-2023,0.0
ANNUR 3076,,Oct-2023,0.0
ANNUR 3076,,Nov-2023,0.0
ANNUR 3076,,Dec-2023,0.0
ANNUR 3076,,Jan-2024,0.0
ANNUR 3076,,Feb-2024,0.0
ANNUR 3076,,Mar-2024,0.0
ANNUR 3076,,Apr-2024,0.0
ANNUR 3076,,Apr-2024,0.0
ANNUR 3076,,May-2024,0.0
ANNUR 3076,,Jun-2024,0.0
ANNUR 3076,,Jul-2024,0.0
ANNUR 3076,,Aug-2024,0.0
ANNUR 3076,,Sep-2024,0.0
ANNUR 3076,,Oct-2024,0.0
ANNUR 3076,,Nov-2024,0.0
ANNUR 3076,,Dec-2024,0.0
ANNUR 3076,,Jan-2025,0.0
ANNUR 3076,,Feb-2025,0.0
ANNUR 3076,,Mar-2025,0.0
ANNUR 3076,,Mar-2025,119786.0
ANNUR 3076,,Apr-2025,3723.0
ANNUR 3076,,Apr-2025,195440.0
ANNUR 3076,,Apr-2025,368000.0
ANNUR 3076,,May-2025,3723.0
ANNUR 3076,,May-2025,195440.0
ANNUR 3076,,May-2025,379122.8
ANNUR 3076,,Jun-2025,3723.0
ANNUR 3076,,Jun-2025,195440.0
ANNUR 3076,,Jun-2025,379122.8
ANNUR 3076,,Jul-2025,3723.0
ANNUR 3076,,Jul-2025,195440.0
ANNUR 3076,,Jul-2025,368000.0
ANNUR 3076,,Aug-2025,3723.0
ANNUR 3076,,Aug-2025,195440.0
ANNUR 3076,,Aug-2025,368000.0
ANNUR 3076,,Sep-2025,3723.0
ANNUR 3076,,Sep-2025,195440.0
ANNUR 3076,,Sep-2025,368000.0
ANNUR 3076,,Oct-2025,3723.0
ANNUR 3076,,Oct-2025,195440.0
ANNUR 3076,,Oct-2025,224746.8
ANNUR 3076,,Nov-2025,3723.0
ANNUR 3076,,Nov-2025,195440.0
ANNUR 3076,,Nov-2025,99605.61
ANNUR 3076,,Dec-2025,3723.0
ANNUR 3076,,Dec-2025,195440.0
ANNUR 3076,,Dec-2025,115640.0
ANNUR 3076,,Jan-2026,3723.0
ANNUR 3076,,Jan-2026,195440.0
ANNUR 3076,,Jan-2026,83878.7
ANNUR 3076,,Feb-2026,3723.0
ANNUR 3076,,Feb-2026,27920.0
ANNUR 3076,,Feb-2026,50000.0
ANNUR 3076,,March-2026,0.0
ANNUR 3076,,March-2026,0.0
ANNUR 3076,,Apr-2026,3723.0
ANNUR 3076,,Apr-2026,0.0
ANNUR 3076,,May-2026,0.0
ANNUR 3076,,May-2026,0.0
ANTAWADI 2549,,Apr-2023,0.0
ANTAWADI 2549,,Apr-2023,0.0
ANTAWADI 2549,,Apr-2024,0.0
ANTAWADI 2549,,Apr-2024,0.0
ANTAWADI 2549,,Apr-2025,0.0
ANTAWADI 2549,,Apr-2025,0.0
ANTAWADI 2549,,Apr-2026,0.0
ANTAWADI 2549,,Apr-2026,0.0
ANTAWADI 2549,,May-2026,0.0
ANTAWADI 2549,,May-2026,0.0
ARUPPUKOTTAI 3053,,Apr-2023,0.0
ARUPPUKOTTAI 3053,,Apr-2023,0.0
ARUPPUKOTTAI 3053,,May-2023,0.0
ARUPPUKOTTAI 3053,,Jun-2023,0.0
ARUPPUKOTTAI 3053,,Jul-2023,0.0
ARUPPUKOTTAI 3053,,Aug-2023,0.0
ARUPPUKOTTAI 3053,,Sep-2023,0.0
ARUPPUKOTTAI 3053,,Oct-2023,0.0
ARUPPUKOTTAI 3053,,Nov-2023,0.0
ARUPPUKOTTAI 3053,,Dec-2023,0.0
ARUPPUKOTTAI 3053,,Jan-2024,0.0
ARUPPUKOTTAI 3053,,Feb-2024,0.0
ARUPPUKOTTAI 3053,,Mar-2024,0.0
ARUPPUKOTTAI 3053,,Apr-2024,0.0
ARUPPUKOTTAI 3053,,Apr-2024,0.0
ARUPPUKOTTAI 3053,,May-2024,0.0
ARUPPUKOTTAI 3053,,May-2024,0.0
ARUPPUKOTTAI 3053,,Jun-2024,0.0
ARUPPUKOTTAI 3053,,Jun-2024,0.0
ARUPPUKOTTAI 3053,,Jul-2024,0.0
ARUPPUKOTTAI 3053,,Jul-2024,0.0
ARUPPUKOTTAI 3053,,Aug-2024,0.0
ARUPPUKOTTAI 3053,,Aug-2024,0.0
ARUPPUKOTTAI 3053,,Sep-2024,0.0
ARUPPUKOTTAI 3053,,Sep-2024,0.0
ARUPPUKOTTAI 3053,,Oct-2024,0.0
ARUPPUKOTTAI 3053,,Oct-2024,0.0
ARUPPUKOTTAI 3053,,Nov-2024,0.0
ARUPPUKOTTAI 3053,,Nov-2024,0.0
ARUPPUKOTTAI 3053,,Dec-2024,4000.0
ARUPPUKOTTAI 3053,,Dec-2024,209032.0
ARUPPUKOTTAI 3053,,Dec-2024,0.0
ARUPPUKOTTAI 3053,,Jan-2025,4000.0
ARUPPUKOTTAI 3053,,Jan-2025,240000.0
ARUPPUKOTTAI 3053,,Jan-2025,628764.0
ARUPPUKOTTAI 3053,,Feb-2025,4000.0
ARUPPUKOTTAI 3053,,Feb-2025,240000.0
ARUPPUKOTTAI 3053,,Feb-2025,333377.87
ARUPPUKOTTAI 3053,,Mar-2025,4000.0
ARUPPUKOTTAI 3053,,Mar-2025,240000.0
ARUPPUKOTTAI 3053,,Mar-2025,335479.71
ARUPPUKOTTAI 3053,,Apr-2025,4000.0
ARUPPUKOTTAI 3053,,Apr-2025,-176000.0
ARUPPUKOTTAI 3053,,Apr-2025,85000.0
ARUPPUKOTTAI 3053,,May-2025,0.0
ARUPPUKOTTAI 3053,,May-2025,0.0
ARUPPUKOTTAI 3053,,Jun-2025,0.0
ARUPPUKOTTAI 3053,,Jun-2025,0.0
ARUPPUKOTTAI 3053,,Jul-2025,0.0
ARUPPUKOTTAI 3053,,Jul-2025,0.0
ARUPPUKOTTAI 3053,,Aug-2025,0.0
ARUPPUKOTTAI 3053,,Aug-2025,0.0
ARUPPUKOTTAI 3053,,Sep-2025,0.0
ARUPPUKOTTAI 3053,,Sep-2025,0.0
ARUPPUKOTTAI 3053,,Oct-2025,0.0
ARUPPUKOTTAI 3053,,Oct-2025,0.0
ARUPPUKOTTAI 3053,,Nov-2025,0.0
ARUPPUKOTTAI 3053,,Nov-2025,0.0
ARUPPUKOTTAI 3053,,Dec-2025,0.0
ARUPPUKOTTAI 3053,,Dec-2025,0.0
ARUPPUKOTTAI 3053,,Jan-2026,0.0
ARUPPUKOTTAI 3053,,Jan-2026,0.0
ARUPPUKOTTAI 3053,,Feb-2026,0.0
ARUPPUKOTTAI 3053,,Feb-2026,0.0
ARUPPUKOTTAI 3053,,March-2026,0.0
ARUPPUKOTTAI 3053,,March-2026,0.0
ARUPPUKOTTAI 3053,,Apr-2026,0.0
ARUPPUKOTTAI 3053,,Apr-2026,0.0
ARUPPUKOTTAI 3053,,May-2026,0.0
ARUPPUKOTTAI 3053,,May-2026,0.0
ARUPPUKOTTAI 3210,,Apr-2023,0.0
ARUPPUKOTTAI 3210,,Apr-2023,0.0
ARUPPUKOTTAI 3210,,May-2023,0.0
ARUPPUKOTTAI 3210,,Jun-2023,0.0
ARUPPUKOTTAI 3210,,Jul-2023,0.0
ARUPPUKOTTAI 3210,,Aug-2023,0.0
ARUPPUKOTTAI 3210,,Sep-2023,0.0
ARUPPUKOTTAI 3210,,Oct-2023,0.0
ARUPPUKOTTAI 3210,,Nov-2023,0.0
ARUPPUKOTTAI 3210,,Dec-2023,0.0
ARUPPUKOTTAI 3210,,Jan-2024,0.0
ARUPPUKOTTAI 3210,,Feb-2024,0.0
ARUPPUKOTTAI 3210,,Mar-2024,0.0
ARUPPUKOTTAI 3210,,Apr-2024,0.0
ARUPPUKOTTAI 3210,,Apr-2024,0.0
ARUPPUKOTTAI 3210,,May-2024,0.0
ARUPPUKOTTAI 3210,,Jun-2024,0.0
ARUPPUKOTTAI 3210,,Jul-2024,0.0
ARUPPUKOTTAI 3210,,Aug-2024,0.0
ARUPPUKOTTAI 3210,,Sep-2024,0.0
ARUPPUKOTTAI 3210,,Oct-2024,0.0
ARUPPUKOTTAI 3210,,Nov-2024,0.0
ARUPPUKOTTAI 3210,,Dec-2024,0.0
ARUPPUKOTTAI 3210,,Jan-2025,0.0
ARUPPUKOTTAI 3210,,Feb-2025,0.0
ARUPPUKOTTAI 3210,,Mar-2025,0.0
ARUPPUKOTTAI 3210,,Apr-2025,0.0
ARUPPUKOTTAI 3210,,Apr-2025,0.0
ARUPPUKOTTAI 3210,,May-2025,0.0
ARUPPUKOTTAI 3210,,May-2025,0.0
ARUPPUKOTTAI 3210,,Jun-2025,0.0
ARUPPUKOTTAI 3210,,Jun-2025,0.0
ARUPPUKOTTAI 3210,,Jul-2025,0.0
